epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
282,22979.9,1.12039,0.4675,0.00723,0.80712,0.74175,0.76844,0.46082,1.5252,0.92859,0.01703,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,23059.5,1.15568,0.48094,0.00693,0.80761,0.7411,0.76804,0.46087,1.52482,0.92824,0.01705,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,23139.2,1.11951,0.45923,0.00719,0.80571,0.74248,0.76756,0.46107,1.52404,0.92996,0.01703,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,23218.7,1.12253,0.46609,0.00696,0.80857,0.7399,0.76751,0.4612,1.52331,0.9331,0.01703,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,23298.1,1.09019,0.45055,0.00693,0.80696,0.74105,0.76738,0.46114,1.52282,0.93429,0.01702,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,23377.5,1.09776,0.4581,0.00694,0.80882,0.7409,0.76775,0.46145,1.52255,0.93609,0.01701,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,23456.7,1.09502,0.44388,0.00663,0.80777,0.74037,0.76748,0.46156,1.52115,0.93813,0.01701,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,23535.9,1.11437,0.45392,0.00684,0.80956,0.73974,0.76604,0.46178,1.5198,0.94032,0.017,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,23615.4,1.12211,0.45881,0.00663,0.81068,0.73838,0.76608,0.46206,1.51913,0.94048,0.01699,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,23694.9,1.09855,0.44829,0.00671,0.81123,0.73961,0.76645,0.46246,1.51837,0.94101,0.01699,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,23774.4,1.06844,0.44621,0.00676,0.8113,0.73952,0.76642,0.46252,1.51724,0.94295,0.01698,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,23854,1.04617,0.41897,0.00682,0.80676,0.74368,0.76594,0.46219,1.51668,0.94195,0.01697,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,23933.7,1.08483,0.43996,0.00663,0.80701,0.74336,0.76559,0.46228,1.51702,0.93978,0.017,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,24013.4,1.04679,0.41711,0.00664,0.81221,0.74059,0.76533,0.46218,1.51646,0.9414,0.017,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,24093,1.04142,0.41526,0.00655,0.81052,0.7416,0.765,0.46245,1.51539,0.94307,0.01698,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,24172.9,1.04263,0.41715,0.0066,0.81203,0.74032,0.7646,0.46266,1.51479,0.9431,0.01698,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,24252.7,1.06433,0.43315,0.00656,0.80988,0.74207,0.76452,0.46262,1.51433,0.94627,0.01695,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,24332.4,1.06467,0.43339,0.00649,0.81048,0.74203,0.7643,0.46284,1.51461,0.94722,0.01697,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,24412,1.06738,0.43156,0.0064,0.80982,0.74248,0.76365,0.46293,1.51389,0.95006,0.01696,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
